Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Urban population,SP.URB.TOTL,Libya,LBY,3359573,4091098,4764444,4815137,4848087,4866376,4879698,4901804,4942449,5005653,5088027,..
Urban population,SP.URB.TOTL,Liechtenstein,LIE,4866,5036,5193,5207,5226,5250,5280,5314,5350,5387,5429,..
Urban population,SP.URB.TOTL,Lithuania,LTU,2499110,2344199,2114156,2067653,2020994,1997745,1981238,1967853,1952971,1932212,1909164,..
Urban population,SP.URB.TOTL,Luxembourg,LUX,309096,367434,438935,448892,460842,473864,486709,500042,513663,526490,543862,..
Urban population,SP.URB.TOTL,"Macao SAR, China",MAC,343120,427979,525313,536969,549439,562531,575841,588781,600942,612167,622567,..
Urban population,SP.URB.TOTL,Madagascar,MDG,2733334,4276115,6438341,6755411,7084179,7425096,7778777,8146502,8528703,8926190,9339002,..
Urban population,SP.URB.TOTL,Malawi,MWI,1090981,1662059,2270316,2357573,2449160,2545306,2646707,2753545,2866783,2986195,3112498,..
Urban population,SP.URB.TOTL,Malaysia,MYS,8982002,14369744,19344472,19934986,20505329,21082947,21665114,22240868,22800575,23340549,23859558,..
Urban population,SP.URB.TOTL,Maldives,MDV,57679,77683,127695,132806,138232,143926,149759,155567,161206,166628,171827,..
Urban population,SP.URB.TOTL,Mali,MLI,1974251,3109998,5141522,5426880,5718929,6018348,6327153,6648757,6985590,7338834,7708272,..
Urban population,SP.URB.TOTL,Malta,MLT,320102,360316,387733,389936,391879,395713,401597,409992,420192,430220,439915,..
Urban population,SP.URB.TOTL,Marshall Islands,MHL,30769,35771,38242,38568,38901,39233,39566,39877,40175,40451,40713,..
Urban population,SP.URB.TOTL,Mauritania,MRT,798312,1032022,1601883,1681614,1765634,1853836,1945699,2040210,2136716,2234895,2334918,..
Urban population,SP.URB.TOTL,Mauritius,MUS,464802,506439,519754,519604,519046,519081,518842,518383,517668,516887,516481,..
Urban population,SP.URB.TOTL,Mexico,MEX,60961740,76006974,89539653,91291734,93022403,94735434,96434582,98126368,99812639,101492842,103158834,..
Urban population,SP.URB.TOTL,"Micronesia, Fed. Sts.",FSM,24871,23990,23188,23104,23079,23106,23183,23298,23451,23638,23861,..
Urban population,SP.URB.TOTL,Moldova,MDA,1728324,1622858,1520766,1518144,1516162,1514860,1513351,1511326,1510140,1509971,1510667,..
Urban population,SP.URB.TOTL,Monaco,MCO,29439,32082,36534,37094,37497,37783,37971,38132,38307,38499,38695,..
Urban population,SP.URB.TOTL,Mongolia,MNG,1245683,1369727,1776547,1832856,1876809,1914518,1953776,1993015,2031123,2067622,2102605,..
Urban population,SP.URB.TOTL,Montenegro,MNE,291283,354162,394521,397301,399777,402174,404636,407105,409418,411597,413800,..
Urban population,SP.URB.TOTL,Morocco,MAR,12039263,15386945,18378836,18803424,19249027,19714269,20193387,20678703,21163552,21645836,22125659,..
Urban population,SP.URB.TOTL,Mozambique,MOZ,3311912,5257336,7369618,7709673,8064277,8433738,8818506,9219011,9635678,10068983,10519085,..
Urban population,SP.URB.TOTL,Myanmar,MMR,10255284,12457299,14290308,14487531,14698294,14921713,15155095,15395520,15646687,15908933,16183036,..
Urban population,SP.URB.TOTL,Namibia,NAM,391247,614846,867660,904386,944674,989181,1036782,1086531,1137588,1189295,1241686,..
Urban population,SP.URB.TOTL,Nauru,NRU,9155,10037,9945,10025,10057,10279,10821,11853,12475,13049,13649,..
Urban population,SP.URB.TOTL,Nepal,NPL,1660072,3180570,4394633,4531240,4675128,4827124,4985583,5149732,5317746,5489916,5666414,..
Urban population,SP.URB.TOTL,Netherlands,NLD,10269295,12229998,14263741,14477657,14669707,14842886,14987369,15126226,15275237,15435425,15604089,..
Urban population,SP.URB.TOTL,New Caledonia,NCL,101816,132030,163862,167587,171852,176182,180545,184770,188988,193090,197040,..
Urban population,SP.URB.TOTL,New Zealand,NZL,2821739,3318432,3709702,3748563,3774624,3798063,3830023,3891014,3967973,4054925,4145094,..
Urban population,SP.URB.TOTL,Nicaragua,NIC,2199728,2774037,3214141,3265740,3317020,3368112,3419102,3470076,3521194,3572493,3624788,..
Urban population,SP.URB.TOTL,Niger,NER,1231416,1837592,2565807,2664393,2767201,2874653,2986546,3105650,3232660,3367630,3511546,..
Urban population,SP.URB.TOTL,Nigeria,NGA,28276132,42627440,65756801,68949828,72262044,75695329,79244238,82904673,86673723,90545336,94524992,..
Urban population,SP.URB.TOTL,North Macedonia,MKD,1153600,1191346,1181804,1182164,1183165,1184793,1187094,1190072,1193689,1198005,1202983,..
Urban population,SP.URB.TOTL,Northern Mariana Islands,MNP,38170,62290,50592,49498,48960,48941,49275,49715,50078,50315,50473,..
Urban population,SP.URB.TOTL,Norway,NOR,3051994,3414033,3805760,3867496,3935476,4008535,4078226,4145335,4208817,4265348,4324609,..
Urban population,SP.URB.TOTL,Oman,OMN,1197874,1623178,2151367,2285992,2466248,2687316,2927690,3174483,3416545,3650429,3874061,..
Urban population,SP.URB.TOTL,Pakistan,PAK,32923813,45687750,58121560,59690947,61316345,62994916,64713306,66460814,68226224,70005347,71796554,..
Urban population,SP.URB.TOTL,Palau,PLW,10500,13487,15075,15315,15555,15816,16080,16351,16638,16939,17245,..
Urban population,SP.URB.TOTL,Panama,PAN,1331948,1884815,2321267,2373195,2426261,2480367,2535381,2591115,2647330,2703949,2761013,..
Urban population,SP.URB.TOTL,Papua New Guinea,PNG,646700,735756,905739,925422,945015,964671,985402,1007321,1030528,1055091,1081067,..
Urban population,SP.URB.TOTL,Paraguay,PRY,2051840,2934037,3611563,3680035,3750088,3821599,3892182,3962610,4033265,4104186,4175325,..
Urban population,SP.URB.TOTL,Peru,PER,15038786,18928746,22111039,22450278,22801211,23163292,23532239,23903066,24272051,24637117,24999015,..
Urban population,SP.URB.TOTL,Philippines,PHL,29106581,35981410,41841535,42488153,43372424,44279679,45205748,46140130,47078400,48018073,48977863,..
Urban population,SP.URB.TOTL,Poland,POL,23350476,23611695,23274004,23165018,23134846,23086831,23025350,22960228,22897449,22849639,22825379,..
Urban population,SP.URB.TOTL,Portugal,PRT,4783459,5597602,6337144,6403809,6457743,6494283,6520333,6546012,6578828,6617169,6655095,..
Urban population,SP.URB.TOTL,Puerto Rico,PRI,3287359,3596716,3511647,3491721,3449657,3406460,3366210,3310445,3251727,3188571,3123164,..
Urban population,SP.URB.TOTL,Qatar,QAT,442074,570418,1564309,1752999,1924764,2082080,2223130,2347541,2455359,2544491,2614877,..
Urban population,SP.URB.TOTL,Romania,ROU,12347321,11895672,10936933,10898688,10871606,10826124,10778604,10730940,10677968,10619557,10564196,..
Urban population,SP.URB.TOTL,Russian Federation,RUS,108837430,107528575,105149982,105261473,105407907,105669949,105998510,106354643,106703732,107050095,107348258,..
Urban population,SP.URB.TOTL,Rwanda,RWA,391891,1197916,1689182,1735200,1781212,1827955,1875211,1924967,1977489,2032650,2090690,..
Urban population,SP.URB.TOTL,Samoa,WSM,34528,38374,37520,37386,37265,37127,36978,36822,36648,36451,36247,..
Urban population,SP.URB.TOTL,San Marino,SMR,21735,25619,29343,29785,30232,30692,31130,31533,31885,32177,32422,..
Urban population,SP.URB.TOTL,Sao Tome and Principe,STP,49712,74049,109018,113521,118122,122828,127580,132381,137227,142120,147050,..
Urban population,SP.URB.TOTL,Saudi Arabia,SAU,12503565,16579888,21826964,22512092,23240455,24002062,24776059,25532369,26249232,26918246,27543592,..
Urban population,SP.URB.TOTL,Senegal,SEN,2938833,3985250,5441952,5653821,5877406,6112178,6356827,6609171,6868749,7134961,7408555,..
Urban population,SP.URB.TOTL,Serbia,SRB,3822813,3966301,4009752,4009779,3994308,3985121,3973872,3963388,3951845,3939250,3928397,..
Urban population,SP.URB.TOTL,Seychelles,SYC,34246,40917,46241,47880,46973,47790,49055,50219,51754,52859,53922,..
Urban population,SP.URB.TOTL,Sierra Leone,SLE,1433908,1626076,2427305,2509600,2594957,2682219,2771324,2862247,2954805,3049301,3146521,..
Urban population,SP.URB.TOTL,Singapore,SGP,3047132,4027887,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,..
Urban population,SP.URB.TOTL,Sint Maarten (Dutch part),SXM,..,30519,34238,34056,33435,34640,36607,37685,38824,39969,41109,..
Urban population,SP.URB.TOTL,Slovak Republic,SVK,2993564,3030239,2960369,2948302,2937801,2935234,2930811,2926070,2922832,2922095,2923996,..
Urban population,SP.URB.TOTL,Slovenia,SVN,1006873,1009459,1069460,1078743,1085605,1092516,1098614,1104335,1109788,1115536,1121686,..
Urban population,SP.URB.TOTL,Solomon Islands,SLB,42650,65246,101095,105811,110664,115656,120778,126012,131361,136805,142357,..
Urban population,SP.URB.TOTL,Somalia,SOM,2193905,2996046,4407473,4738122,5085937,5304370,5530951,5767267,6014570,6273573,6544353,..
Urban population,SP.URB.TOTL,South Africa,ZAF,19545370,26015296,31442368,32094946,32793266,33533029,34299835,35075489,35844195,36601070,37348247,..
Urban population,SP.URB.TOTL,South Sudan,SSD,765824,1105876,1711805,1798000,1884138,1970762,2058335,2147759,2240020,2335091,2432898,..
Urban population,SP.URB.TOTL,Spain,ESP,29286916,30937864,36260460,36535850,36773882,36904876,36891840,36890017,36971015,37112875,37294880,..
Urban population,SP.URB.TOTL,Sri Lanka,LKA,3212062,3452120,3662097,3681352,3699568,3716533,3746058,3784061,3827553,3882481,3942265,..
Urban population,SP.URB.TOTL,St. Kitts and Nevis,KNA,14132,14873,16010,16114,16217,16336,16463,16597,16735,16879,17031,..
Urban population,SP.URB.TOTL,St. Lucia,LCA,40556,43591,32858,31841,32072,32257,32429,32606,32810,33036,33286,..
Urban population,SP.URB.TOTL,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Urban population,SP.URB.TOTL,St. Vincent and the Grenadines,VCT,44517,48755,53063,53522,53966,54395,54828,55289,55783,56327,56909,..
Urban population,SP.URB.TOTL,Sudan,SDN,5764225,8855061,11102349,11377971,11678010,12001289,12347302,12713526,13099286,13504692,13931306,..
Urban population,SP.URB.TOTL,Suriname,SUR,267734,313875,345753,349038,352316,355588,358836,362120,365427,368746,372076,..
Urban population,SP.URB.TOTL,Sweden,SWE,7112392,7454878,7894625,7976659,8059895,8150488,8250182,8362604,8481489,8618398,8773636,..
Urban population,SP.URB.TOTL,Switzerland,CHE,4964515,5272018,5697988,5759681,5825978,5889928,5959745,6034707,6105617,6174416,6244619,..
Urban population,SP.URB.TOTL,Syrian Arab Republic,SYR,6090036,8524943,11503046,11686472,11387567,10936306,10405544,9889591,9773668,9737730,9774379,..
Urban population,SP.URB.TOTL,Tajikistan,TJK,1672723,1647356,1981642,2026560,2072868,2122289,2174398,2229090,2286080,2345422,2407157,..
Urban population,SP.URB.TOTL,Tanzania,TZA,4807792,7624779,12255418,12960158,13699468,14476048,15290226,16142664,17035226,17968160,18942681,..
Urban population,SP.URB.TOTL,Thailand,THA,16648929,19760004,28453553,29475095,30184618,30831696,31477326,32116885,32745556,33362995,33966456,..
Urban population,SP.URB.TOTL,Timor-Leste,TLS,156718,211478,299094,307712,317720,328844,340849,353329,365964,378698,391641,..
Urban population,SP.URB.TOTL,Togo,TGO,1082648,1635599,2345946,2440753,2540265,2644056,2751046,2861132,2974138,3090318,3209687,..
